tenure,Churn_binary,MonthlyCharges,Contract,InternetService,is_month_to_month,is_new_customer,is_high_charger,service_adoption_score,base_risk_score,advanced_risk_score,has_fiber,fiber_no_security,charge_per_service
1,1,79.25,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,39.625
1,1,44.9,Month-to-month,DSL,1,1,0,0,7,7.0,0,0,44.9
1,0,19.4,Month-to-month,No,1,1,0,0,7,7.0,0,0,19.4
59,0,88.75,Month-to-month,Fiber optic,1,0,0,2,3,4.5,1,0,29.583333333333332
10,1,70.1,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,70.1
35,0,91.0,Month-to-month,Fiber optic,1,0,1,2,4,7.0,1,0,30.333333333333332
4,1,29.65,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,14.825
32,0,90.8,One year,Fiber optic,0,0,1,3,2,4.5,1,0,22.7
43,1,77.85,Month-to-month,Fiber optic,1,0,0,1,6,7.0,1,0,38.925
4,1,54.3,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,27.15
54,0,18.95,Two year,No,0,0,0,0,3,4.0,0,0,18.95
11,1,95.15,Month-to-month,Fiber optic,1,0,1,2,4,9.0,1,1,31.71666666666667
66,0,102.4,Two year,Fiber optic,0,0,1,3,1,2.5,1,0,25.6
61,0,99.9,One year,Fiber optic,0,0,1,3,2,4.5,1,0,24.975
72,0,88.7,Two year,DSL,0,0,0,6,0,0.0,0,0,12.671428571428573
44,0,54.3,One year,DSL,0,0,0,4,1,2.0,0,0,10.86
41,0,55.7,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,27.85
50,0,103.95,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.79
47,1,110.85,One year,Fiber optic,0,0,1,5,1,2.5,1,0,18.474999999999998
8,0,20.15,Two year,No,0,0,0,0,3,3.0,0,0,20.15
18,0,20.05,Month-to-month,No,1,0,0,0,6,6.0,0,0,20.05
72,0,91.95,Two year,DSL,0,0,1,6,1,1.0,0,0,13.135714285714286
1,1,80.5,Month-to-month,Fiber optic,1,1,0,1,8,10.0,1,1,40.25
42,0,55.65,Month-to-month,DSL,1,0,0,1,6,7.5,0,0,27.825
18,0,74.7,Month-to-month,Fiber optic,1,0,0,1,6,8.5,1,0,37.35
13,0,104.15,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.830000000000002
68,0,83.65,One year,Fiber optic,0,0,0,2,0,0.0,1,0,27.883333333333336
4,1,72.2,Month-to-month,Fiber optic,1,1,0,0,7,9.0,1,1,72.2
69,0,110.05,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,18.341666666666665
17,1,51.5,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,25.75
25,0,25.5,Two year,No,0,0,0,0,2,2.0,0,0,25.5
43,1,89.55,Month-to-month,Fiber optic,1,0,0,2,4,8.5,1,1,29.849999999999998
59,0,19.5,Two year,No,0,0,0,0,2,2.0,0,0,19.5
5,0,80.7,Month-to-month,Fiber optic,1,1,0,2,6,7.5,1,0,26.900000000000002
21,1,77.5,One year,DSL,0,0,0,4,1,1.0,0,0,15.5
69,0,105.1,One year,Fiber optic,0,0,1,5,1,2.5,1,0,17.516666666666666
13,0,25.15,Month-to-month,DSL,1,0,0,0,5,5.0,0,0,25.15
42,1,95.25,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,23.8125
52,0,95.65,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,23.9125
46,1,85.0,Month-to-month,Fiber optic,1,0,0,2,4,5.5,1,0,28.333333333333332
61,0,80.8,Two year,DSL,0,0,0,5,0,0.0,0,0,13.466666666666667
29,0,24.85,One year,DSL,0,0,0,0,3,4.0,0,0,24.85
25,0,54.75,One year,DSL,0,0,0,2,0,0.0,0,0,18.25
5,1,85.75,Month-to-month,Fiber optic,1,1,0,2,6,9.0,1,1,28.583333333333332
15,0,50.75,One year,DSL,0,0,0,3,1,1.0,0,0,12.6875
19,0,20.15,Two year,No,0,0,0,0,3,3.0,0,0,20.15
44,0,20.05,Two year,No,0,0,0,0,3,3.0,0,0,20.05
6,1,98.25,Month-to-month,Fiber optic,1,1,1,3,7,11.0,1,0,24.5625
58,0,71.6,Two year,DSL,0,0,0,4,0,0.0,0,0,14.319999999999999
62,0,81.45,One year,Fiber optic,0,0,0,2,0,0.0,1,0,27.150000000000002
70,0,58.4,One year,DSL,0,0,0,5,0,0.0,0,0,9.733333333333333
1,1,25.7,Month-to-month,DSL,1,1,0,0,8,10.5,0,0,25.7
10,0,53.7,Two year,DSL,0,0,0,5,0,0.0,0,0,8.950000000000001
26,0,19.6,One year,No,0,0,0,0,2,2.0,0,0,19.6
66,0,89.4,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,29.8
7,1,69.0,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,69.0
51,0,84.2,One year,Fiber optic,0,0,0,2,0,0.0,1,0,28.066666666666666
72,0,106.1,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,17.683333333333334
65,0,25.75,Two year,No,0,0,0,0,3,3.0,0,0,25.75
2,1,46.05,Month-to-month,DSL,1,1,0,0,7,7.0,0,0,46.05
70,0,64.95,One year,DSL,0,0,0,3,0,0.0,0,0,16.2375
72,0,85.45,Two year,DSL,0,0,0,5,0,0.0,0,0,14.241666666666667
1,0,20.05,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.05
1,1,76.4,Month-to-month,Fiber optic,1,1,0,1,8,10.5,1,0,38.2
5,1,100.5,Month-to-month,Fiber optic,1,1,1,3,7,9.5,1,0,25.125
3,0,20.7,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.7
58,0,25.3,Two year,No,0,0,0,0,2,2.0,0,0,25.3
22,1,40.05,Month-to-month,DSL,1,0,0,2,4,5.5,0,0,13.35
33,0,100.6,Month-to-month,Fiber optic,1,0,1,3,4,7.0,1,0,25.15
1,1,69.95,Month-to-month,Fiber optic,1,1,0,0,8,10.0,1,1,69.95
54,0,74.0,Month-to-month,Fiber optic,1,0,0,0,5,8.5,1,1,74.0
72,0,99.4,Two year,Fiber optic,0,0,1,3,2,4.5,1,0,24.85
1,1,93.3,Month-to-month,Fiber optic,1,1,1,2,7,11.5,1,1,31.099999999999998
3,1,49.15,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,24.575
72,0,107.45,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,17.908333333333335
72,0,83.6,Two year,DSL,0,0,0,5,0,0.0,0,0,13.933333333333332
54,0,99.05,Month-to-month,Fiber optic,1,0,1,3,4,7.0,1,0,24.7625
59,0,80.1,One year,DSL,0,0,0,4,1,2.0,0,0,16.02
54,0,65.3,Two year,DSL,0,0,0,3,0,0.0,0,0,16.325
60,0,89.55,Two year,Fiber optic,0,0,0,2,1,2.0,1,0,29.849999999999998
60,0,60.8,Two year,DSL,0,0,0,5,0,0.0,0,0,10.133333333333333
3,0,74.5,Month-to-month,Fiber optic,1,1,0,0,8,10.0,1,1,74.5
69,0,99.15,Two year,Fiber optic,0,0,1,3,1,2.5,1,0,24.7875
1,0,19.25,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.25
50,0,39.45,Month-to-month,DSL,1,0,0,2,3,3.0,0,0,13.15
56,0,44.85,Month-to-month,DSL,1,0,0,2,3,3.0,0,0,14.950000000000001
60,0,97.2,Two year,Fiber optic,0,0,1,4,2,4.5,1,0,19.44
69,0,110.55,One year,Fiber optic,0,0,1,5,2,4.5,1,0,18.425
1,1,35.05,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,17.525
1,1,73.0,Month-to-month,Fiber optic,1,1,0,1,8,10.5,1,0,36.5
3,0,19.9,Month-to-month,No,1,1,0,0,8,9.0,0,0,19.9
60,0,76.95,Two year,DSL,0,0,0,4,0,0.0,0,0,15.39
13,0,35.4,Two year,DSL,0,0,0,2,1,1.0,0,0,11.799999999999999
62,0,20.45,Two year,No,0,0,0,0,2,2.0,0,0,20.45
45,0,96.75,One year,Fiber optic,0,0,1,3,1,2.5,1,0,24.1875
25,0,54.2,One year,DSL,0,0,0,4,1,1.0,0,0,10.84
44,0,100.1,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,20.02
2,0,45.25,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,45.25
33,1,83.85,Month-to-month,Fiber optic,1,0,0,2,3,4.5,1,0,27.95
1,1,70.1,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,70.1
22,0,20.85,One year,No,0,0,0,0,2,2.0,0,0,20.85
35,0,33.45,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,11.15
29,0,20.2,Two year,No,0,0,0,0,3,3.0,0,0,20.2
27,0,85.9,One year,Fiber optic,0,0,0,2,1,2.0,1,0,28.633333333333336
54,0,61.0,One year,DSL,0,0,0,3,1,2.0,0,0,15.25
2,1,70.65,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,70.65
57,0,86.9,One year,Fiber optic,0,0,0,1,3,6.0,1,1,43.45
62,0,69.4,Two year,DSL,0,0,0,4,0,0.0,0,0,13.88
15,0,20.35,One year,No,0,0,0,0,2,2.0,0,0,20.35
2,1,20.35,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.35
70,0,104.3,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,20.86
21,0,44.95,Month-to-month,DSL,1,0,0,0,6,7.0,0,0,44.95
23,0,49.45,One year,DSL,0,0,0,1,3,4.0,0,0,24.725
6,0,20.6,One year,No,0,1,0,0,5,5.0,0,0,20.6
4,0,19.55,Two year,No,0,1,0,0,4,4.0,0,0,19.55
3,1,99.0,Month-to-month,Fiber optic,1,1,1,4,6,7.5,1,0,19.8
23,0,93.5,Month-to-month,Fiber optic,1,0,1,2,5,9.5,1,1,31.166666666666668
26,0,54.55,One year,DSL,0,0,0,4,0,0.0,0,0,10.91
8,0,20.05,Month-to-month,No,1,0,0,0,6,6.0,0,0,20.05
26,1,83.95,Month-to-month,Fiber optic,1,0,0,1,6,9.0,1,1,41.975
2,0,79.45,Month-to-month,Fiber optic,1,1,0,1,8,9.0,1,0,39.725
67,1,116.2,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.6
71,1,93.7,Two year,Fiber optic,0,0,1,2,1,4.5,1,1,31.233333333333334
59,0,79.85,One year,DSL,0,0,0,5,0,0.0,0,0,13.308333333333332
39,0,100.0,One year,Fiber optic,0,0,1,3,2,3.5,1,0,25.0
21,0,19.6,Two year,No,0,0,0,0,3,3.0,0,0,19.6
1,1,19.7,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.7
48,0,20.2,Two year,No,0,0,0,0,2,2.0,0,0,20.2
31,0,50.4,One year,DSL,0,0,0,4,0,0.0,0,0,10.08
64,0,113.35,One year,Fiber optic,0,0,1,6,2,3.5,1,0,16.192857142857143
46,0,80.0,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,40.0
52,0,80.95,Two year,DSL,0,0,0,4,0,0.0,0,0,16.19
67,0,24.9,Two year,No,0,0,0,0,3,4.0,0,0,24.9
67,0,54.9,Month-to-month,DSL,1,0,0,1,6,7.5,0,0,27.45
5,1,75.55,Month-to-month,Fiber optic,1,1,0,0,8,10.0,1,1,75.55
71,0,109.25,Two year,Fiber optic,0,0,1,5,2,3.5,1,0,18.208333333333332
9,1,77.65,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,38.825
26,1,95.0,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,23.75
71,0,116.3,One year,Fiber optic,0,0,1,6,1,2.5,1,0,16.614285714285714
32,0,19.9,Month-to-month,No,1,0,0,0,5,5.0,0,0,19.9
2,0,70.35,Month-to-month,Fiber optic,1,1,0,0,8,10.0,1,1,70.35
71,0,25.6,Two year,No,0,0,0,0,2,2.0,0,0,25.6
60,0,44.45,One year,DSL,0,0,0,3,1,2.0,0,0,11.1125
55,0,100.15,One year,Fiber optic,0,0,1,3,2,4.5,1,0,25.0375
54,1,105.4,One year,Fiber optic,0,0,1,5,1,2.5,1,0,17.566666666666666
2,1,95.85,Month-to-month,Fiber optic,1,1,1,3,7,9.5,1,0,23.9625
6,0,73.85,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,73.85
48,0,70.1,Two year,DSL,0,0,0,4,0,0.0,0,0,14.02
63,0,25.25,Two year,No,0,0,0,0,3,3.0,0,0,25.25
1,1,79.15,Month-to-month,Fiber optic,1,1,0,1,8,9.0,1,0,39.575
12,0,21.05,Month-to-month,No,1,0,0,0,5,5.0,0,0,21.05
54,0,24.95,Month-to-month,DSL,1,0,0,0,5,6.5,0,0,24.95
30,0,64.5,One year,DSL,0,0,0,3,1,2.0,0,0,16.125
30,1,19.65,Month-to-month,No,1,0,0,0,5,5.0,0,0,19.65
4,1,79.0,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,39.5
40,0,105.95,One year,Fiber optic,0,0,1,4,1,2.5,1,0,21.19
9,0,75.85,Month-to-month,Fiber optic,1,0,0,1,6,9.0,1,1,37.925
17,1,91.85,Month-to-month,Fiber optic,1,0,1,3,5,6.5,1,0,22.9625
62,0,43.6,Two year,DSL,0,0,0,3,0,0.0,0,0,10.9
28,0,91.25,One year,Fiber optic,0,0,1,3,1,2.5,1,0,22.8125
70,0,89.75,Two year,DSL,0,0,0,6,0,0.0,0,0,12.821428571428571
46,0,104.4,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,17.400000000000002
23,0,90.15,Month-to-month,Fiber optic,1,0,1,2,5,6.5,1,0,30.05
47,0,40.3,One year,DSL,0,0,0,3,1,1.0,0,0,10.075
68,0,105.25,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,17.541666666666668
60,1,106.0,One year,Fiber optic,0,0,1,4,2,4.5,1,0,21.2
67,0,104.0,Two year,Fiber optic,0,0,1,4,2,4.5,1,0,20.8
14,0,69.65,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,17.4125
57,0,74.3,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,74.3
55,0,100.9,One year,Fiber optic,0,0,1,3,2,3.5,1,0,25.225
1,0,20.25,Month-to-month,No,1,1,0,0,8,9.0,0,0,20.25
1,1,49.9,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,24.95
23,0,96.9,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,24.225
13,1,100.35,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,25.0875
47,0,104.1,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,20.82
38,0,20.1,One year,No,0,0,0,0,3,3.0,0,0,20.1
38,1,74.95,Month-to-month,Fiber optic,1,0,0,0,5,8.5,1,1,74.95
2,0,56.55,Month-to-month,DSL,1,1,0,1,7,8.5,0,0,28.275
1,1,49.25,Month-to-month,DSL,1,1,0,1,7,8.5,0,0,24.625
15,0,68.6,Month-to-month,Fiber optic,1,0,0,0,5,7.0,1,1,68.6
26,0,69.05,Month-to-month,Fiber optic,1,0,0,0,5,7.0,1,1,69.05
35,0,19.7,Two year,No,0,0,0,0,2,2.0,0,0,19.7
3,0,20.05,Month-to-month,No,1,1,0,0,8,9.0,0,0,20.05
50,1,103.7,Month-to-month,Fiber optic,1,0,1,4,5,6.5,1,0,20.740000000000002
42,0,94.4,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,23.6
10,0,54.95,Month-to-month,DSL,1,0,0,2,3,3.0,0,0,18.316666666666666
61,0,93.7,One year,Fiber optic,0,0,1,4,1,2.5,1,0,18.740000000000002
68,0,110.25,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,18.375
10,0,98.9,One year,Fiber optic,0,0,1,4,2,4.5,1,0,19.78
65,1,89.75,One year,Fiber optic,0,0,0,3,1,1.0,1,0,22.4375
72,0,80.45,Two year,DSL,0,0,0,5,0,0.0,0,0,13.408333333333333
55,0,79.4,Month-to-month,Fiber optic,1,0,0,2,4,4.0,1,0,26.46666666666667
1,1,20.3,Month-to-month,No,1,1,0,0,8,9.0,0,0,20.3
7,0,62.8,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,15.7
2,0,74.9,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,74.9
9,0,74.85,Month-to-month,Fiber optic,1,0,0,1,6,7.0,1,0,37.425
27,0,25.85,Two year,No,0,0,0,0,2,2.0,0,0,25.85
7,1,101.95,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,25.4875
64,0,68.3,Two year,DSL,0,0,0,4,1,2.0,0,0,13.66
70,0,48.4,Two year,DSL,0,0,0,4,0,0.0,0,0,9.68
2,1,94.0,Month-to-month,Fiber optic,1,1,1,2,7,13.0,1,1,31.333333333333332
67,0,105.05,Two year,Fiber optic,0,0,1,5,2,4.5,1,0,17.508333333333333
45,1,89.3,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,29.766666666666666
24,0,25.15,Two year,No,0,0,0,0,2,2.0,0,0,25.15
4,0,19.5,Two year,No,0,1,0,0,4,4.0,0,0,19.5
44,0,92.95,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,23.2375
72,0,20.7,Two year,No,0,0,0,0,3,4.0,0,0,20.7
1,1,74.3,Month-to-month,Fiber optic,1,1,0,1,7,7.0,1,0,37.15
66,0,19.35,Two year,No,0,0,0,0,2,2.0,0,0,19.35
1,1,44.65,Month-to-month,DSL,1,1,0,3,6,7.0,0,0,11.1625
13,1,84.05,Month-to-month,Fiber optic,1,0,0,2,4,4.0,1,0,28.016666666666666
10,1,80.7,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,40.35
65,0,104.35,Month-to-month,Fiber optic,1,0,1,4,5,9.0,1,0,20.869999999999997
1,0,19.55,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.55
38,0,74.05,One year,DSL,0,0,0,5,1,1.0,0,0,12.341666666666667
23,0,40.1,Two year,DSL,0,0,0,3,1,1.0,0,0,10.025
10,0,20.1,One year,No,0,0,0,0,3,3.0,0,0,20.1
4,1,101.7,Month-to-month,Fiber optic,1,1,1,3,7,9.5,1,0,25.425
72,0,83.55,Two year,DSL,0,0,0,5,0,0.0,0,0,13.924999999999999
35,0,56.85,Month-to-month,DSL,1,0,0,2,4,4.0,0,0,18.95
1,1,20.4,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.4
58,0,19.55,Two year,No,0,0,0,0,2,2.0,0,0,19.55
70,0,106.15,One year,Fiber optic,0,0,1,5,2,4.5,1,0,17.691666666666666
38,0,78.95,One year,DSL,0,0,0,4,0,0.0,0,0,15.790000000000001
60,0,49.75,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,12.4375
26,0,92.4,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,23.1
8,0,58.2,One year,DSL,0,0,0,3,0,0.0,0,0,14.55
41,1,102.6,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.52
36,0,91.95,Month-to-month,Fiber optic,1,0,1,2,4,7.0,1,0,30.650000000000002
54,0,65.25,One year,DSL,0,0,0,3,0,0.0,0,0,16.3125
71,1,106.0,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,21.2
55,0,73.1,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,73.1
72,0,59.75,Two year,DSL,0,0,0,2,0,0.0,0,0,19.916666666666668
3,1,55.1,Month-to-month,DSL,1,1,0,2,6,7.0,0,0,18.366666666666667
54,0,59.8,Two year,DSL,0,0,0,2,0,0.0,0,0,19.933333333333334
72,0,116.6,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.657142857142855
52,0,109.3,Two year,Fiber optic,0,0,1,5,2,4.5,1,0,18.216666666666665
60,0,101.4,One year,Fiber optic,0,0,1,3,1,2.5,1,0,25.35
39,0,50.65,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,12.6625
15,0,56.15,One year,DSL,0,0,0,1,3,3.0,0,0,28.075
69,1,106.5,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,21.3
43,0,19.2,One year,No,0,0,0,0,3,4.0,0,0,19.2
63,0,83.0,One year,DSL,0,0,0,5,0,0.0,0,0,13.833333333333334
2,0,70.1,Month-to-month,Fiber optic,1,1,0,0,8,11.5,1,1,70.1
72,0,108.3,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,15.471428571428572
32,1,91.05,Month-to-month,Fiber optic,1,0,1,2,4,5.5,1,0,30.349999999999998
40,0,25.25,Two year,No,0,0,0,0,2,2.0,0,0,25.25
58,0,45.35,One year,DSL,0,0,0,3,1,2.0,0,0,11.3375
67,0,43.9,Two year,DSL,0,0,0,3,1,1.0,0,0,10.975
51,1,77.5,Month-to-month,Fiber optic,1,0,0,1,6,8.5,1,0,38.75
31,0,79.3,One year,DSL,0,0,0,4,1,2.0,0,0,15.86
69,0,84.9,Month-to-month,Fiber optic,1,0,0,2,3,4.5,1,0,28.3
32,0,79.25,One year,Fiber optic,0,0,0,1,3,6.0,1,1,39.625
21,0,71.05,Two year,DSL,0,0,0,4,0,0.0,0,0,14.209999999999999
52,0,53.75,One year,DSL,0,0,0,2,1,1.0,0,0,17.916666666666668
72,0,24.25,Two year,No,0,0,0,0,2,2.0,0,0,24.25
72,1,54.2,Two year,DSL,0,0,0,4,1,2.0,0,0,10.84
52,0,44.25,One year,DSL,0,0,0,3,0,0.0,0,0,11.0625
41,0,50.05,One year,DSL,0,0,0,1,2,2.0,0,0,25.025
41,0,20.15,Two year,No,0,0,0,0,3,3.0,0,0,20.15
6,1,69.25,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,69.25
67,0,69.35,One year,DSL,0,0,0,4,0,0.0,0,0,13.87
16,0,19.35,Month-to-month,No,1,0,0,0,6,6.0,0,0,19.35
17,0,19.15,Two year,No,0,0,0,0,3,3.0,0,0,19.15
35,0,61.0,Month-to-month,DSL,1,0,0,3,4,4.0,0,0,15.25
58,0,20.5,Two year,No,0,0,0,0,2,2.0,0,0,20.5
1,1,50.5,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,25.25
52,0,50.2,Two year,DSL,0,0,0,4,1,1.0,0,0,10.040000000000001
70,0,79.6,Two year,DSL,0,0,0,5,0,0.0,0,0,13.266666666666666
19,0,24.9,Two year,No,0,0,0,0,2,2.0,0,0,24.9
1,1,74.4,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,74.4
35,0,106.9,Month-to-month,Fiber optic,1,0,1,5,5,7.5,1,0,17.816666666666666
32,0,101.35,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,25.3375
17,0,55.35,Month-to-month,DSL,1,0,0,2,3,3.0,0,0,18.45
67,0,50.55,One year,DSL,0,0,0,1,2,2.0,0,0,25.275
9,0,19.5,Month-to-month,No,1,0,0,0,5,5.0,0,0,19.5
31,1,79.45,One year,DSL,0,0,0,4,1,2.0,0,0,15.89
4,0,90.65,Month-to-month,Fiber optic,1,1,1,2,7,8.5,1,0,30.21666666666667
58,0,89.85,One year,Fiber optic,0,0,0,3,0,0.0,1,0,22.4625
60,0,79.0,One year,DSL,0,0,0,5,1,1.0,0,0,13.166666666666666
58,1,104.65,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.93
1,0,19.55,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.55
27,0,19.9,Two year,No,0,0,0,0,3,3.0,0,0,19.9
66,0,116.25,One year,Fiber optic,0,0,1,6,2,4.5,1,0,16.607142857142858
15,0,87.75,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,29.25
47,1,100.05,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,25.0125
41,0,81.3,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,40.65
59,0,44.3,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,14.766666666666666
50,0,70.35,Two year,Fiber optic,0,0,0,0,2,4.0,1,1,70.35
17,0,44.45,One year,DSL,0,0,0,3,0,0.0,0,0,11.1125
6,0,49.15,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,24.575
51,0,29.45,Month-to-month,DSL,1,0,0,1,5,6.5,0,0,14.725
44,1,100.55,Month-to-month,Fiber optic,1,0,1,4,5,6.5,1,0,20.11
49,0,85.3,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,28.433333333333334
2,1,95.65,Month-to-month,Fiber optic,1,1,1,3,7,8.5,1,0,23.9125
59,0,69.1,One year,DSL,0,0,0,3,1,2.0,0,0,17.275
50,0,70.35,Month-to-month,DSL,1,0,0,3,3,4.5,0,0,17.5875
59,0,20.6,Two year,No,0,0,0,0,3,3.0,0,0,20.6
18,0,74.15,Month-to-month,Fiber optic,1,0,0,0,6,8.0,1,1,74.15
10,0,75.05,Month-to-month,Fiber optic,1,0,0,0,6,8.0,1,1,75.05
14,0,44.6,One year,DSL,0,0,0,0,3,3.0,0,0,44.6
35,0,21.45,Two year,No,0,0,0,0,2,2.0,0,0,21.45
8,0,43.45,One year,DSL,0,0,0,0,3,4.0,0,0,43.45
18,0,20.05,One year,No,0,0,0,0,2,2.0,0,0,20.05
60,0,94.15,One year,Fiber optic,0,0,1,3,1,2.5,1,0,23.5375
1,1,94.4,Month-to-month,Fiber optic,1,1,1,3,7,8.5,1,0,23.6
6,0,19.55,Two year,No,0,1,0,0,5,5.0,0,0,19.55
19,0,75.9,Month-to-month,DSL,1,0,0,4,4,5.0,0,0,15.180000000000001
53,0,64.15,One year,DSL,0,0,0,3,0,0.0,0,0,16.0375
72,0,109.55,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,18.258333333333333
60,0,110.8,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,18.466666666666665
1,1,55.0,Month-to-month,DSL,1,1,0,1,7,7.0,0,0,27.5
13,0,53.45,Month-to-month,DSL,1,0,0,2,4,4.0,0,0,17.816666666666666
5,0,69.95,Month-to-month,Fiber optic,1,1,0,0,7,9.0,1,1,69.95
1,1,101.45,Month-to-month,Fiber optic,1,1,1,3,7,9.5,1,0,25.3625
13,0,97.0,Month-to-month,Fiber optic,1,0,1,3,5,6.5,1,0,24.25
37,0,90.6,One year,DSL,0,0,1,6,1,1.0,0,0,12.942857142857141
64,0,73.55,Month-to-month,Fiber optic,1,0,0,1,6,7.0,1,0,36.775
5,1,67.95,Month-to-month,DSL,1,1,0,3,5,5.0,0,0,16.9875
61,0,94.35,Two year,Fiber optic,0,0,1,3,1,2.5,1,0,23.5875
1,1,69.5,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,69.5
1,1,18.85,Month-to-month,No,1,1,0,0,8,9.0,0,0,18.85
26,0,19.4,One year,No,0,0,0,0,3,3.0,0,0,19.4
1,1,69.2,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,69.2
24,0,19.75,Two year,No,0,0,0,0,3,3.0,0,0,19.75
17,0,54.6,One year,DSL,0,0,0,4,1,1.0,0,0,10.92
26,0,29.8,Month-to-month,DSL,1,0,0,1,6,7.0,0,0,14.9
1,1,69.65,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,69.65
40,1,101.85,Month-to-month,Fiber optic,1,0,1,3,5,8.0,1,0,25.4625
52,0,103.05,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,20.61
1,1,82.3,Month-to-month,Fiber optic,1,1,0,2,6,7.0,1,0,27.433333333333334
1,0,20.3,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.3
21,0,35.1,Two year,DSL,0,0,0,2,1,1.0,0,0,11.700000000000001
67,0,105.7,One year,Fiber optic,0,0,1,4,1,2.5,1,0,21.14
44,0,56.25,Month-to-month,DSL,1,0,0,2,3,3.0,0,0,18.75
70,0,60.35,One year,DSL,0,0,0,5,1,1.0,0,0,10.058333333333334
